,calls,minutes,messages,mb_used,is_ultra
551,0.0,0.0,24.0,18701.54,1
552,16.0,132.8,107.0,21893.349999999995,1
553,177.0,1228.53,0.0,26231.199999999993,1
554,58.0,390.8700000000002,0.0,22979.12,0
555,81.0,558.11,0.0,12723.520000000002,0
556,27.0,181.73,6.0,11873.3,1
557,22.0,152.35999999999996,16.0,7023.279999999999,0
558,161.0,1218.6699999999992,11.0,5749.009999999998,1
559,27.0,183.8,118.0,27705.14,1
560,89.0,563.8699999999999,98.0,16051.560000000005,0
561,46.0,333.24000000000007,6.0,20286.27999999999,0
562,35.0,229.53000000000003,66.0,17303.539999999994,0
563,33.0,164.87,26.0,6290.25,0
564,30.0,247.69,0.0,16263.38,0
565,112.0,856.9000000000003,0.0,28002.43999999999,0
